Taxa	MetaCyc_complete_name	Representative_taxa	NCBI_IDs	Taxa_range	NCBI_IDs	MetaCycID_2	name	pathClass	Class	Category
GLYCOCAT-PWY	GLYCOCAT.PWY..glycogen.degradation.I..bacterial.	Escherichia coli,	511145,	Bacteria,	2,	GLYCOCAT-PWY	glycogen degradation I bacterial	Glycogen-Degradation,POLYSACCHARIDES-DEG,Degradation/Utilization/Assimilation	POLYSACCHARIDES-DEG	Degradation
GLYCOGENSYNTH-PWY	GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose.	Escherichia coli,	511145,	Bacteria,	2,	GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	GLYCOGEN-BIOSYN,Polysaccharides-Biosynthesis,Carbohydrates Biosynthesis,Biosynthesis	Carbohydrates Biosynthesis	Biosynthesis
GLYCOL-GLYOXDEG-PWY	GLYCOL.GLYOXDEG.PWY..superpathway.of.glycol.metabolism.and.degradation	Escherichia coli,Pseudomonas putida,	511145,303,	Bacteria,	2,	GLYCOL-GLYOXDEG-PWY	superpathway of glycol metabolism and degradation	Alcohol-Degradation,Degradation,Pathways	Alcohol-Degradation	Degradation
GLYCOLYSIS	PWY_GLYCOLYSIS..glycolysis.I..from.glucose.6.phosphate.	Brassica napus,Escherichia coli,Mycoplasma pneumoniae,Ricinus communis,Saccharomyces cerevisiae,Spinacia oleracea,Zea mays,Arabidopsis thaliana,	3708,511145,272634,3988,4932,3562,4577,	Eukaryota,Bacteria,Archaea,	2759,2,2157,	GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	GLYCOLYSIS-VARIANTS,Energy-Metabolism,Pathways	Glycolysis	Energy-Metabolism
GLYCOLYSIS-E-D	PWY_GLYCOLYSIS.E.D..superpathway.of.glycolysis.and.Entner.Doudoroff	Escherichia coli,	511145,	Eukaryota,Bacteria,	2759,2,	GLYCOLYSIS-E-D	superpathway of glycolysis and Entner Doudoroff	Energy-Metabolism,Pathways	Glycolysis	Energy-Metabolism
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY_GLYCOLYSIS.TCA.GLYOX.BYPASS..superpathway.of.glycolysis..pyruvate.dehydrogenase..TCA..and.glyoxylate.bypass	Escherichia coli,	511145,	Bacteria,	2,	GLYCOLYSIS-TCA-GLYOX-BYPASS	superpathway of glycolysis pyruvate dehydrogenase TCA and glyoxylate bypass	Energy-Metabolism,Pathways	Glycolysis	Energy-Metabolism
GLYOXYLATE-BYPASS	PWY_GLYOXYLATE.BYPASS..glyoxylate.cycle	Escherichia coli,Haloferax volcanii,Arabidopsis thaliana,	511145,2246,	Archaea,Eukaryota,Bacteria,	2157,2759,2,	GLYOXYLATE-BYPASS	glyoxylate cycle	Energy-Metabolism,Pathways	Glycolysis	Energy-Metabolism
GOLPDLCAT-PWY	GOLPDLCAT.PWY..superpathway.of.glycerol.degradation.to.1.3.propanediol	Citrobacter freundii,Clostridium butyricum,Clostridium pasteurianum,[Enterobacter] aerogenes,Klebsiella pneumoniae,Lactobacillus brevis,Lactobacillus buchneri,	546,1492,1501,548,573,1580,1581,	Proteobacteria,Firmicutes,	1224,1239,	GOLPDLCAT-PWY	superpathway of glycerol degradation to 1,3-propanediol	GLYCEROL-DEG,Alcohol-Degradation,Degradation	Alcohol-Degradation	Degradation
HCAMHPDEG-PWY	HCAMHPDEG.PWY..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation.to.2.oxopent.4.enoate	Escherichia coli,	511145,	Proteobacteria,	1224,	HCAMHPDEG-PWY	3 phenylpropanoate and 3 3 hydroxyphenylpropanoate degradation to 2 oxopent 4 enoate	Phenolic-Compounds-Degradation,Aromatic Compounds Degradation,Degradation	Aromatic Compounds Degradation	Degradation
HEME-BIOSYNTHESIS-II	PWY_HEME.BIOSYNTHESIS.II..heme.biosynthesis.I..aerobic.	Agrobacterium tumefaciens,Escherichia coli,Euglena gracilis,Homo sapiens,Mammalia,Mus musculus,Nicotiana tabacum,Plasmodium falciparum,Rhizobiaceae,Rhodobacter sphaeroides,Saccharomyces cerevisiae,Synechocystis sp. PCC 6803,Arabidopsis thaliana,	358,511145,3039,9606,40674,10090,4097,5833,82115,1063,4932,1148,	Bacteria,Eukaryota,	2,2759,	HEME-BIOSYNTHESIS-II	heme biosynthesis I (aerobic)	HEME-SYN,Porphyrin Compounds Biosynthesis,Cofactors, Prosthetic Groups, Electron Carriers Biosynthesis,Biosynthesis	Porphyrin Compounds Biosynthesis	Biosynthesis
HEMESYN2-PWY	HEMESYN2.PWY..heme.biosynthesis.II..anaerobic.	Anabaena variabilis,Aquifex aeolicus,Bacillus subtilis,Bradyrhizobium japonicum,Cupriavidus necator,Escherichia coli,Halorhodospira halophila,Helicobacter pylori,Lactococcus lactis,Mycobacterium tuberculosis,Nitrosococcus oceani,Nitrosospira multiformis,Penicillium janthinellum,Pseudomonas aeruginosa,Salmonella enterica,Streptococcus sanguinis,Synechocystis sp. PCC 6803,Tetrahymena thermophila,	1172,63363,1423,375,106590,511145,1053,210,1358,1773,1229,1231,5079,287,90370,1305,1148,5911,	Fungi,Alveolata,Bacteria,	4751,33630,2,	HEMESYN2-PWY	heme biosynthesis II (anaerobic)	HEME-SYN,Porphyrin Compounds Biosynthesis,Cofactors, Prosthetic Groups, Electron Carriers Biosynthesis,Biosynthesis	Porphyrin Compounds Biosynthesis	Biosynthesis
HEXITOLDEGSUPER-PWY	HEXITOLDEGSUPER.PWY..superpathway.of.hexitol.degradation..bacteria.	Escherichia coli,	511145,	Rhodophyta,Bacteria,	2763,2,	HEXITOLDEGSUPER-PWY	superpathway of hexitol degradation (bacteria)	SUGAR-ALCOHOLS-DEG,Sugar Derivatives Degradation,Secondary Metabolites Degradation,Degradation/Utilization/Assimilation	Sugar Derivatives Degradation	Degradation
HISDEG-PWY	HISDEG.PWY..L.histidine.degradation.I	Clostridium tetanomorphum,Salmonella enterica,Klebsiella pneumoniae,[Enterobacter] aerogenes,Bacillus subtilis,	1553,90371,573,548,1423,	Bacteria,	2,	HISDEG-PWY	L histidine degradation I	HISTIDINE-DEG,Proteinogenic-Amino-Acids-Degradation,Amino Acids Degradation,Degradation/Utilization/Assimilation	Amino Acids Degradation	Degradation
HISTSYN-PWY	HISTSYN.PWY..L.histidine.biosynthesis	Bacillus subtilis,Brassica oleracea,Escherichia coli,Haemophilus influenzae,Saccharomyces cerevisiae,Salmonella enterica,Thermococcus onnurineus,Thermotoga maritima,Thermus thermophilus,Arabidopsis thaliana,	1423,3715,511145,727,4932,90371,342948,2336,300852,	Archaea,Fungi,Viridiplantae,Bacteria,	2157,4751,33090,2,	HISTSYN-PWY	L histidine biosynthesis	HISTIDINE-SYN,IND-AMINO-ACID-SYN,Amino Acids Biosynthesis,Biosynthesis	Amino Acids Biosynthesis	Biosynthesis
HOMOSER-METSYN-PWY	HOMOSER.METSYN.PWY..L.methionine.biosynthesis.I	Escherichia coli,	511145,	Bacteria,	2,	HOMOSER-METSYN-PWY	L methionine biosynthesis I	Methionine-De-novo-Biosynthesis,METHIONINE-SYN,Proteinogenic Amino Acids Biosynthesis,Amino Acids Biosynthesis,Biosynthesis	Amino Acids Biosynthesis	Biosynthesis
HSERMETANA-PWY	HSERMETANA.PWY..L.methionine.biosynthesis.III	Corynebacterium glutamicum,Corynebacterium glutamicum,Leptospira meyeri,Saccharomyces cerevisiae,[Brevibacterium] flavum,	196627,1718,29508,4932,92706,	Fungi,Bacteria,	4751,2,	HSERMETANA-PWY	L methionine biosynthesis III	Methionine-De-novo-Biosynthesis,METHIONINE-SYN,Proteinogenic Amino Acids Biosynthesis,Amino Acids Biosynthesis,Biosynthesis	Amino Acids Biosynthesis	Biosynthesis
ILEUDEG-PWY	ILEUDEG.PWY..L.isoleucine.degradation.I	Bos taurus,Sulfolobus solfataricus,Streptomyces avermitilis,Salmonella enterica,Rattus norvegicus,Pseudomonas,Pseudomonas putida,Pseudomonas aeruginosa,Homo sapiens,Clostridium,Bacillus subtilis,	9913,2287,33903,90371,10116,286,303,287,9606,1485,1423,	Eukaryota,Archaea,Bacteria,	2759,2157,2,	ILEUDEG-PWY	L isoleucine degradation I	ISOLEUCINE-DEG,Proteinogenic-Amino-Acids-Degradation,Amino Acids Degradation,Degradation/Utilization/Assimilation	Amino Acids Degradation	Degradation
ILEUSYN-PWY	ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine.	Ralstonia eutropha,Escherichia coli,Salmonella enterica,	381666,511145,99287,	Eukaryota,Bacteria,	2759,2,	ILEUSYN-PWY	L isoleucine biosynthesis I from threonine	ISOLEUCINE-SYN,IND-AMINO-ACID-SYN,Amino Acids Biosynthesis,Biosynthesis	Amino Acids Biosynthesis	Biosynthesis
KDO-NAGLIPASYN-PWY	KDO.NAGLIPASYN.PWY..superpathway.of..Kdo.2.lipid.A.biosynthesis	Escherichia coli,	511145,	Thermotogae <phylum>,Thermodesulfobacteria <phylum>,Tenericutes,Synergistetes,Spirochaetes <phylum>,Proteobacteria,Nitrospirae,Gemmatimonadetes <phylum>,Fusobacteria <phylum>,FCB group,Elusimicrobia <phylum>,Dictyoglomi <phylum>,Deinococcus-Thermus,Deferribacteres <phylum>,Cyanobacteria,Chrysiogenetes <phylum>,Chloroflexi <phylum>,PVC group,Caldiserica,Bacteroidetes/Chlorobi group,Aquificae <phylum>,	200918,200940,544448,508458,203691,1224,40117,142182,32066,1783270,74152,68297,1297,200930,1117,200938,200795,1783257,67814,68336,200783,	KDO-NAGLIPASYN-PWY	superpathway of (Kdo)-2-lipid A biosynthesis	Lipid-Biosynthesis,Fatty Acid and Lipid Biosynthesis,Biosynthesis,Pathways	Fatty Acid and Lipid Biosynthesis	Biosynthesis
KETOGLUCONMET-PWY	KETOGLUCONMET.PWY..ketogluconate.metabolism	Escherichia coli,Corynebacterium sp. SHS 0007,	511145,	Bacteria,	2,	KETOGLUCONMET-PWY	ketogluconate metabolism	SUGAR-ACIDS-DEG,Carboxylates Degradation/Sugar Derivatives Degradation,Secondary Metabolites Degradation,Degradation/Utilization/Assimilation	Sugar Derivatives Degradation	Degradation
LACTOSECAT-PWY	LACTOSECAT.PWY..lactose.and.galactose.degradation.I	Streptococcus mutans,Lactococcus lactis,Staphylococcus aureus,	1309,1358,1280,	Firmicutes,	1239,	LACTOSECAT-PWY	lactose and galactose degradation I	GALACTOSE-DEGRADATION,Sugars-And-Polysaccharides-Degradation,Carbohydrates Degradation,Degradation/Utilization/Assimilation	Carbohydrates Degradation	Degradation
LEU-DEG2-PWY	LEU.DEG2.PWY..L.leucine.degradation.I	Pseudomonas aeruginosa,Streptomyces avermitilis,Pseudomonas putida,Pseudomonas oleovorans,Pseudomonas mevalonii,Pseudomonas fluorescens,Pseudomonas aeruginosa,Homo sapiens,Bacillus subtilis,Acer pseudoplatanus,	208964,33903,303,301,32044,294,287,9606,1423,4026,	Eukaryota,Bacteria,	2759,2,	LEU-DEG2-PWY	L leucine degradation I	LEUCINE-DEG,Proteinogenic-Amino-Acids-Degradation,Amino Acids Degradation,Degradation/Utilization/Assimilation	Amino Acids Degradation	Degradation
LIPASYN-PWY	LIPASYN.PWY..phospholipases	Glycine max,Arabidopsis thaliana,	3847,	Eukaryota,Bacteria,Archaea,	2759,2,2157,	LIPASYN-PWY	phospholipases	Fatty-Acid-and-Lipid-Degradation,Degradation,Pathways	Fatty-Acid-and-Lipid-Degradation	Degradation
LPSSYN-PWY	LPSSYN.PWY..superpathway.of.lipopolysaccharide.biosynthesis	Escherichia coli,	511145,	Bacteria,	2,	LPSSYN-PWY	superpathway of lipopolysaccharide biosynthesis	Lipid-Biosynthesis,Fatty Acid and Lipid Biosynthesis,Biosynthesis,Pathways	Fatty Acid and Lipid Biosynthesis	Biosynthesis
LYSINE-AMINOAD-PWY	LYSINE.AMINOAD.PWY..L.lysine.biosynthesis.IV	Euglena gracilis,Saccharomyces cerevisiae,	3039,4932,	Euglenozoa,Fungi,	33682,4751,	LYSINE-AMINOAD-PWY	L lysine biosynthesis IV	LYSINE-SYN,IND-AMINO-ACID-SYN,Amino Acids Biosynthesis,Biosynthesis	Amino Acids Biosynthesis	Biosynthesis
LYSINE-DEG1-PWY	LYSINE.DEG1.PWY..L.lysine.degradation.XI..mammalian.	Bos taurus,Homo sapiens,Mus musculus,Rattus norvegicus,	9913,9606,10090,10116,	Eukaryota,	2759,	LYSINE-DEG1-PWY	L lysine degradation XI mammalian	LYSINE-DEG,Proteinogenic-Amino-Acids-Degradation,Amino Acids Degradation,Degradation/Utilization/Assimilation	Amino Acids Degradation	Degradation
MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	MANNOSYL.CHITO.DOLICHOL.BIOSYNTHESIS..protein.N.glycosylation..eukaryotic..high.mannose.	Saccharomyces cerevisiae,	4932,	Eukaryota,	2759,	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	protein glycosilation	Protein-Modification,Macromolecule-Modification	Carbohydrates Biosynthesis	biosynthesis
MET-SAM-PWY	MET.SAM.PWY..superpathway.of.S.adenosyl.L.methionine.biosynthesis	Escherichia coli,	511145,	Bacteria,	2,	MET-SAM-PWY	superpathway of S adenosyl L methionine biosynthesis	Super-Pathways,Pathways	Amino Acids Biosynthesis	Biosynthesis
METH-ACETATE-PWY	METH.ACETATE.PWY..methanogenesis.from.acetate	Methanosaeta,Methanosaeta thermophila,Methanosarcina,Methanosarcina acetivorans,Methanosarcina barkeri,Methanosarcina thermophila,Methanosarcina TM-1,	2222,2224,2207,2214,2208,2210,	Euryarchaeota,	28890,	METH-ACETATE-PWY	methanogenesis from acetate	METHANOGENESIS,ANAEROBIC-RESPIRATION,Respiration,Energy-Metabolism,Pathways	Respiration	Energy-Metabolism
METHANOGENESIS-PWY	METHANOGENESIS.PWY..methanogenesis.from.H2.and.CO2	Methanosarcina barkeri,Methanothermobacter thermautotrophicus,Methanothermus,	2208,145262,2179,	Euryarchaeota,	28890,	METHANOGENESIS-PWY	methanogenesis from H-2 and CO-2	METHANOGENESIS,ANAEROBIC-RESPIRATION,Respiration,Energy-Metabolism,Pathways	Respiration	Energy-Metabolism
METHGLYUT-PWY	METHGLYUT.PWY..superpathway.of.methylglyoxal.degradation	Escherichia coli,	511145,	Bacteria,	2,	METHGLYUT-PWY	superpathway of methylglyoxal degradation	Aldehyde-Degradation,Degradation,Pathways	Aldehyde-Degradation	Degradation
METHYLGALLATE-DEGRADATION-PWY	METHYLGALLATE.DEGRADATION.PWY..methylgallate.degradation	Comamonas testosteroni,Sphingomonas sp. SYK6,	285,502559,	Bacteria,	2,	METHYLGALLATE-DEGRADATION-PWY	methylgallate degradation	Aromatic Compounds Degradation,Degradation,Pathways	Aromatic Compounds Degradation	Degradation
METSYN-PWY	METSYN.PWY..L.homoserine.and.L.methionine.biosynthesis					METSYN-PWY	L homoserine and L methionine biosynthesis	Methionine-De-novo-Biosynthesis,METHIONINE-SYN,Proteinogenic Amino Acids Biosynthesis,Amino Acids Biosynthesis,Biosynthesis	Amino Acids Biosynthesis	Biosynthesis
NAD-BIOSYNTHESIS-II	PWY_NAD.BIOSYNTHESIS.II..NAD.salvage.pathway.II	Nostoc punctiforme,Aggregatibacter actinomycetemcomitans,Escherichia coli,[Haemophilus] ducreyi,Haemophilus influenzae,Lactococcus lactis,Pasteurella multocida,	272131,714,511145,730,727,1358,747,	Bacteria,	2,	NAD-BIOSYNTHESIS-II	NAD salvage pathway III	NAD-SYN,NAD-Metabolism,Cofactors, Prosthetic Groups, Electron Carriers Biosynthesis,Biosynthesis	NAD-Metabolism	Biosynthesis
NADSYN-PWY	NADSYN.PWY..NAD.biosynthesis.II..from.tryptophan.	Actinobacteria <phylum>,Cytophaga hutchinsonii,Gemmata sp. Wa1-1,Homo sapiens,Oryza sativa,Polaribacter filamentus,Saccharomyces cerevisiae,Streptomyces antibioticus,Xanthomonas arboricola,Xanthomonas axonopodis,	201174,985,235140,9606,4530,53483,4932,1890,56448,53413,	Eukaryota,Bacteria,	2759,2,	NADSYN-PWY	NAD biosynthesis II from tryptophan	NAD-SYN,NAD-Metabolism,Cofactors, Prosthetic Groups, Electron Carriers Biosynthesis,Biosynthesis	Cofactor-Biosynthesis	Biosynthesis
NAGLIPASYN-PWY	NAGLIPASYN.PWY..lipid.IVA.biosynthesis	Escherichia coli,	511145,	Viridiplantae,Bacteria,	33090,2,	NAGLIPASYN-PWY	lipid IV-A biosynthesis	Lipid-Biosynthesis,Fatty Acid and Lipid Biosynthesis,Biosynthesis,Pathways	Fatty Acid and Lipid Biosynthesis	Biosynthesis
NONMEVIPP-PWY	NONMEVIPP.PWY..methylerythritol.phosphate.pathway.I	Brucella abortus,Escherichia coli,	235,511145,	Bacteria,	2,	NONMEVIPP-PWY	methylerythritol phosphate pathway I	Isopentenyl-Diphosphate-Biosynthesis,Hemiterpenes Biosynthesis,Terpenoids Biosynthesis,Secondary Metabolites Biosynthesis,Biosynthesis	Secondary Metabolites Biosynthesis	Biosynthesis
NONOXIPENT-PWY	NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch.	Escherichia coli,	511145,	Eukaryota,Bacteria,	2759,2,	NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch)	Pentose-Phosphate-Cycle,Energy-Metabolism,Pathways	Pentose-Phosphate-Cycle	Energy-Metabolism
NPGLUCAT-PWY	NPGLUCAT.PWY..Entner.Doudoroff.pathway.II..non.phosphorylative.	Sulfolobus acidocaldarius,Sulfolobus solfataricus,Sulfolobus tokodaii,Thermoplasma acidophilum,Thermoproteus tenax,	2285,2287,111955,2303,2271,	Thermoprotei,Thermoplasmata,	183924,183967,	NPGLUCAT-PWY	Entner Doudoroff pathway II non phosphorylative	Entner-Duodoroff-Pathways,Sugars-And-Polysaccharides-Degradation,Energy-Metabolism,Carbohydrates Degradation,pathways,Degradation/Utilization/Assimilation	Carbohydrates Degradation	Degradation
OANTIGEN-PWY	OANTIGEN.PWY..O.antigen.building.blocks.biosynthesis..E..coli.	Escherichia coli,	511145,	Thermotogae <phylum>,Thermodesulfobacteria <phylum>,Tenericutes,Synergistetes,Spirochaetes <phylum>,Planctomycetes <phylum>,Nitrospirae,Gemmatimonadetes <phylum>,Fusobacteria <phylum>,FCB group,Elusimicrobia <phylum>,Dictyoglomi <phylum>,Deinococcus-Thermus,Deferribacteres <phylum>,Cyanobacteria,Chrysiogenetes <phylum>,Chloroflexi <phylum>,PVC group,Caldiserica,Bacteroidetes/Chlorobi group,Aquificae <phylum>,Proteobacteria,	200918,200940,544448,508458,203691,203682,40117,142182,32066,1783270,74152,68297,1297,200930,1117,200938,200795,1783257,67814,68336,200783,1224,	OANTIGEN-PWY	O antigen building blocks biosynthesis E coli	O-Antigen-Biosynthesis,Lipopolysaccharide-Biosynthesis,Cell Structures Biosynthesis,Biosynthesis	Cell Structures Biosynthesis	Biosynthesis
ORNARGDEG-PWY	ORNARGDEG.PWY..superpathway.of.L.arginine.and.L.ornithine.degradation	Escherichia coli,	511145,	Bacteria,	2,	ORNARGDEG-PWY	superpathway of L arginine and L ornithine degradation	ARGININE-DEG,Proteinogenic-Amino-Acids-Degradation,Amino Acids Degradation,Degradation/Utilization/Assimilation	Amino Acids Degradation	Degradation
ORNDEG-PWY	ORNDEG.PWY..superpathway.of.ornithine.degradation	Escherichia coli,	511145,	Bacteria,	2,	ORNDEG-PWY	superpathway of ornithine degradation	AMINE-DEG,Degradation,Pathways	AMINE-DEG	Degradation
P101-PWY	P101.PWY..ectoine.biosynthesis	Chromohalobacter salexigens,	158080,	Bacteria,	2,	P101-PWY	ectoine biosynthesis		amines and polyamines biosynthesis	biosynthesis
P105-PWY	P105.PWY..TCA.cycle.IV..2.oxoglutarate.decarboxylase.	Euglena gracilis,Synechococcus sp. PCC 7002,	3039,32049,	Cyanobacteria,Euglenida,Proteobacteria,Actinobacteria <phylum>,	1117,3035,1224,201174,	P105-PWY	TCA cycle IV (2-oxoglutarate decarboxylase)	TCA-VARIANTS,Energy-Metabolism,Pathways	TCA cycle	Energy-Metabolism
P108-PWY	P108.PWY..pyruvate.fermentation.to.propanoate.I	Desulfobulbus propionicus,Pectinatus frisingensis,Pelobacter propionicus,Propionibacterium acidipropionici,Propionibacterium acnes,Propionibacterium cyclohexanicum,Propionibacterium freudenreichii,Propionibacterium freudenreichii,	894,865,29543,1748,1747,64702,1744,1752,	Bacteria,	2,	P108-PWY	pyruvate fermentation to propanoate I	Pyruvate-Degradation,Fermentation,Energy-Metabolism,Pathways	Fermentation	Energy-Metabolism
P122-PWY	P122.PWY..heterolactic.fermentation	Lactobacillus casei,Weissella paramesenteroides,Weissella confusa,Oenococcus oeni,Leuconostoc mesenteroides,Leuconostoc mesenteroides,Leuconostoc mesenteroides,Leuconostoc lactis,Lactobacillus sanfranciscensis,Lactobacillus reuteri,Lactobacillus fermentum,Lactobacillus buchneri,Lactobacillus brevis,	1582,1249,1583,1247,33966,33965,1245,1246,1625,1598,1613,1581,1580,	Firmicutes,	1239,	P122-PWY	heterolactic fermentation	Fermentation,Energy-Metabolism,Pathways	Fermentation	Energy-Metabolism
P124-PWY	P124.PWY..Bifidobacterium.shunt	Bifidobacterium adolescentis,Bifidobacterium longum,Bifidobacterium animalis,Bifidobacterium bifidum,	1680,216816,302911,1681,	Actinobacteria <phylum>,	201174,	P124-PWY	Bifidobacterium shunt	Fermentation,Energy-Metabolism,Pathways	Fermentation	Energy-Metabolism
P125-PWY	P125.PWY..superpathway.of..R.R..butanediol.biosynthesis	Aeromonas hydrophila,Bacillus subtilis,Corynebacterium glutamicum,[Enterobacter] aerogenes,Klebsiella pneumoniae,Lactobacillus brevis,Lactobacillus casei,Lactobacillus helveticus,Lactobacillus plantarum,Lactococcus lactis,Lactococcus lactis,Leuconostoc lactis,Leuconostoc mesenteroides,Oenococcus oeni,Pediococcus pentosaceus,Raoultella terrigena,Serratia marcescens,Brevibacillus brevis,	644,1423,1718,548,573,1580,1582,1587,1590,1358,44688,1246,33965,1247,1255,577,615,	Bacteria,	2,	P125-PWY	superpathway of (R,R)-butanediol biosynthesis	Butanediol-Biosynthesis,Fermentation,Energy-Metabolism,Pathways	Fermentation	Energy-Metabolism
P161-PWY	P161.PWY..acetylene.degradation	Rhodococcus ruber,Rhodococcus opacus,Rhodococcus rhodochrous,Mycobacterium lacticola,Pelobacter acetylenicus,	1830,37919,1829,188916,29542,	Bacteria,	2,	P161-PWY	acetylene degradation	Fermentation,Energy-Metabolism,Pathways	Fermentation	Energy-Metabolism
P162-PWY	P162.PWY..L.glutamate.degradation.V..via.hydroxyglutarate.	Acidaminococcus fermentans,Fusobacterium nucleatum,Peptoniphilus asaccharolyticus,[Clostridium] sporosphaeroides,[Clostridium] symbiosum,	905,851,1258,1549,1512,	Firmicutes,Fusobacteria <phylum>,	1239,32066,	P162-PWY	L glutamate degradation V via hydroxyglutarate	Fermentation,Energy-Metabolism,Pathways	Fermentation	Energy-Metabolism
P163-PWY	P163.PWY..L.lysine.fermentation.to.acetate.and.butanoate	Clostridium peptidivorans,[Clostridium] sticklandii,Clostridium subterminale,Fusobacterium nucleatum,Porphyromonas gingivalis,Clostridium SB4  ,	100174,1511,1550,851,837,	Bacteria,	2,	P163-PWY	L lysine fermentation to acetate and butanoate	Fermentation,Energy-Metabolism,Pathways	Fermentation	Energy-Metabolism
P164-PWY	P164.PWY..purine.nucleobases.degradation.I..anaerobic.	Clostridium,Gottschalkia acidurici,Clostridium cylindrosporum,[Clostridium] purinilyticum,	1485,1556,1495,1503,	Firmicutes,	1239,	P164-PWY	purine nucleobases degradation I (anaerobic)	Fermentation,Energy-Metabolism,Pathways	Fermentation	Energy-Metabolism
P165-PWY	P165.PWY..superpathway.of.purines.degradation.in.plants	Camellia sinensis,Catharanthus roseus,Chlamydomonas reinhardtii,Cicer arietinum,Glycine max,Lupinus luteus,Solanum tuberosum,Arabidopsis thaliana,	4442,4058,3055,3827,3847,3873,4113,	Viridiplantae,	33090,	P165-PWY	superpathway of purines degradation in plants	Urate-Degradation,Aromatic Compounds Degradation,Degradation	Aromatic Compounds Degradation	Degradation
P184-PWY	P184.PWY..protocatechuate.degradation.I..meta.cleavage.pathway.	Comamonas testosteroni,Delftia acidovorans,Pseudomonas straminea,Sphingomonas sp. SYK6,	285,80866,47882,502559,	Proteobacteria,	1224,	P184-PWY	protocatechuate degradation I meta cleavage pathway	Protocatechuate-Degradation,Aromatic Compounds Degradation,Degradation	Aromatic Compounds Degradation	Degradation
